,res,nx,n_iter,time,threads,vectorized
454,0.0401134,512,1000,1.48271,2,False
455,0.0401134,512,1000,1.51313,2,False
456,0.0401134,512,1000,1.50247,2,False
457,0.0401134,512,1000,1.48958,2,False
458,0.0401134,512,1000,1.51053,2,False
459,0.0401134,512,1000,1.49182,2,False
460,0.0401134,512,1000,1.50126,2,False
461,0.0401134,512,1000,1.51433,2,False
462,0.0401134,512,1000,1.50187,2,False
463,0.0401134,512,1000,1.50725,2,False
464,0.0401134,512,1000,1.48626,2,False
465,0.0401134,512,1000,1.49706,2,False
466,0.0401134,512,1000,1.50848,2,False
467,0.0401134,512,1000,1.49404,2,False
468,0.0401134,512,1000,1.49494,2,False
469,0.0401134,512,1000,1.47472,2,False
470,0.0401134,512,1000,1.50643,2,False
471,0.0401134,512,1000,1.51188,2,False
472,0.0401134,512,1000,1.48194,2,False
473,0.0401134,512,1000,1.48877,2,False
474,0.0401134,512,1000,1.50972,2,False
475,0.0401134,512,1000,1.48866,2,False
476,0.0401134,512,1000,1.48057,2,False
477,0.0401134,512,1000,1.476,2,False
478,0.0401134,512,1000,1.53708,2,False
479,0.0401134,512,1000,1.48578,2,False
480,0.0401134,512,1000,0.936771,4,False
481,0.0401134,512,1000,0.974661,4,False
482,0.0401134,512,1000,0.976817,4,False
483,0.0401134,512,1000,0.956517,4,False
484,0.0401134,512,1000,0.951703,4,False
485,0.0401134,512,1000,1.00041,4,False
486,0.0401134,512,1000,0.972374,4,False
487,0.0401134,512,1000,0.949103,4,False
488,0.0401134,512,1000,0.961531,4,False
489,0.0401134,512,1000,0.973378,4,False
490,0.0401134,512,1000,1.00561,4,False
491,0.0401134,512,1000,0.981396,4,False
492,0.0401134,512,1000,0.981313,4,False
493,0.0401134,512,1000,0.982425,4,False
494,0.0401134,512,1000,0.973937,4,False
495,0.0401134,512,1000,0.989027,4,False
496,0.0401134,512,1000,0.970586,4,False
497,0.0401134,512,1000,0.98203,4,False
498,0.0401134,512,1000,0.992737,4,False
499,0.0401134,512,1000,0.973887,4,False
500,0.0401134,512,1000,0.979844,4,False
501,0.0401134,512,1000,0.962379,4,False
502,0.0401134,512,1000,1.06374,4,False
503,0.0401134,512,1000,1.07292,4,False
504,0.0401134,512,1000,0.983172,4,False
505,0.0401134,512,1000,0.96492,4,False
506,0.0401134,512,1000,0.979893,4,False
507,0.0401134,512,1000,0.956677,4,False
508,0.0401134,512,1000,1.02917,4,False
509,0.0401134,512,1000,0.974363,4,False
510,0.0401134,512,1000,0.878412,8,False
511,0.0401134,512,1000,0.916186,8,False
512,0.0401134,512,1000,0.888438,8,False
513,0.0401134,512,1000,0.90627,8,False
514,0.0401134,512,1000,0.887912,8,False
515,0.0401134,512,1000,0.885524,8,False
516,0.0401134,512,1000,0.889868,8,False
517,0.0401134,512,1000,0.900646,8,False
518,0.0401134,512,1000,0.875413,8,False
519,0.0401134,512,1000,0.909792,8,False
520,0.0401134,512,1000,0.871725,8,False
521,0.0401134,512,1000,0.889411,8,False
522,0.0401134,512,1000,0.915522,8,False
523,0.0401134,512,1000,0.890954,8,False
524,0.0401134,512,1000,0.917829,8,False
525,0.0401134,512,1000,0.880926,8,False
526,0.0401134,512,1000,0.89966,8,False
527,0.0401134,512,1000,0.906948,8,False
528,0.0401134,512,1000,0.874874,8,False
529,0.0401134,512,1000,0.880428,8,False
530,0.0401134,512,1000,0.88667,8,False
531,0.0401134,512,1000,0.879454,8,False
532,0.0401134,512,1000,0.880335,8,False
533,0.0401134,512,1000,0.896115,8,False
534,0.0401134,512,1000,0.910366,8,False
535,0.0401134,512,1000,0.908358,8,False
536,0.0401134,512,1000,0.896364,8,False
537,0.0401134,512,1000,0.874131,8,False
538,0.0401134,512,1000,0.908575,8,False
539,0.0401134,512,1000,0.90867,8,False
540,0.0401134,512,1000,1.35008,16,False
541,0.0401134,512,1000,1.26448,16,False
542,0.0401134,512,1000,1.27328,16,False
543,0.0401134,512,1000,1.29319,16,False
544,0.0401134,512,1000,1.29974,16,False
545,0.0401134,512,1000,1.29255,16,False
546,0.0401134,512,1000,1.32978,16,False
547,0.0401134,512,1000,1.30625,16,False
548,0.0401134,512,1000,1.28781,16,False
549,0.0401134,512,1000,1.29961,16,False
550,0.0401134,512,1000,1.29426,16,False
551,0.0401134,512,1000,1.31049,16,False
552,0.0401134,512,1000,1.28351,16,False
553,0.0401134,512,1000,1.295,16,False
554,0.0401134,512,1000,1.28282,16,False
555,0.0401134,512,1000,1.26432,16,False
556,0.0401134,512,1000,1.29099,16,False
557,0.0401134,512,1000,1.27305,16,False
558,0.0401134,512,1000,1.28259,16,False
559,0.0401134,512,1000,1.26131,16,False
560,0.0401134,512,1000,1.33135,16,False
561,0.0401134,512,1000,1.28289,16,False
562,0.0401134,512,1000,1.2918,16,False
563,0.0401134,512,1000,1.31316,16,False
564,0.0401134,512,1000,1.30465,16,False
565,0.0401134,512,1000,1.30934,16,False
566,0.0401134,512,1000,1.28147,16,False
567,0.0401134,512,1000,1.30513,16,False
568,0.0401134,512,1000,1.27006,16,False
569,0.0401134,512,1000,1.29608,16,False
570,0.0576041,1024,1000,6.11499,2,False
571,0.0576041,1024,1000,6.00656,2,False
572,0.0576041,1024,1000,6.07613,2,False
573,0.0576041,1024,1000,6.05207,2,False
574,0.0576041,1024,1000,6.05154,2,False
575,0.0576041,1024,1000,6.03003,2,False
576,0.0576041,1024,1000,6.08464,2,False
577,0.0576041,1024,1000,6.04535,2,False
578,0.0576041,1024,1000,6.04165,2,False
579,0.0576041,1024,1000,6.02783,2,False
580,0.0576041,1024,1000,6.07088,2,False
581,0.0576041,1024,1000,6.05189,2,False
582,0.0576041,1024,1000,6.07867,2,False
583,0.0576041,1024,1000,6.04447,2,False
584,0.0576041,1024,1000,6.09168,2,False
585,0.0576041,1024,1000,6.01447,2,False
586,0.0576041,1024,1000,6.10465,2,False
587,0.0576041,1024,1000,6.02577,2,False
588,0.0576041,1024,1000,6.09484,2,False
589,0.0576041,1024,1000,6.03648,2,False
590,0.0576041,1024,1000,6.05648,2,False
591,0.0576041,1024,1000,6.05487,2,False
592,0.0576041,1024,1000,6.0704,2,False
593,0.0576041,1024,1000,6.04047,2,False
594,0.0576041,1024,1000,6.07695,2,False
595,0.0576041,1024,1000,6.04816,2,False
596,0.0576041,1024,1000,6.14773,2,False
597,0.0576041,1024,1000,6.03562,2,False
598,0.0576041,1024,1000,6.04807,2,False
599,0.0576041,1024,1000,6.02612,2,False
600,0.0576041,1024,1000,3.95014,4,False
601,0.0576041,1024,1000,3.99237,4,False
602,0.0576041,1024,1000,3.96458,4,False
603,0.0576041,1024,1000,4.00059,4,False
604,0.0576041,1024,1000,3.97132,4,False
605,0.0576041,1024,1000,3.96156,4,False
606,0.0576041,1024,1000,3.97472,4,False
607,0.0576041,1024,1000,3.98591,4,False
608,0.0576041,1024,1000,3.94944,4,False
609,0.0576041,1024,1000,3.94159,4,False
610,0.0576041,1024,1000,3.9828,4,False
611,0.0576041,1024,1000,3.98875,4,False
612,0.0576041,1024,1000,3.95865,4,False
613,0.0576041,1024,1000,3.99143,4,False
614,0.0576041,1024,1000,3.92972,4,False
615,0.0576041,1024,1000,3.99062,4,False
616,0.0576041,1024,1000,3.98729,4,False
617,0.0576041,1024,1000,3.95539,4,False
618,0.0576041,1024,1000,3.98926,4,False
619,0.0576041,1024,1000,3.95637,4,False
620,0.0576041,1024,1000,3.9725,4,False
621,0.0576041,1024,1000,3.99195,4,False
622,0.0576041,1024,1000,3.96113,4,False
623,0.0576041,1024,1000,3.97471,4,False
624,0.0576041,1024,1000,3.97429,4,False
625,0.0576041,1024,1000,3.9607,4,False
626,0.0576041,1024,1000,3.96613,4,False
627,0.0576041,1024,1000,3.99815,4,False
628,0.0576041,1024,1000,3.95509,4,False
629,0.0576041,1024,1000,3.96312,4,False
630,0.0576041,1024,1000,3.70337,8,False
631,0.0576041,1024,1000,3.70762,8,False
632,0.0576041,1024,1000,3.67062,8,False
633,0.0576041,1024,1000,3.66298,8,False
634,0.0576041,1024,1000,3.64259,8,False
635,0.0576041,1024,1000,3.66637,8,False
636,0.0576041,1024,1000,3.67042,8,False
637,0.0576041,1024,1000,3.65016,8,False
638,0.0576041,1024,1000,3.71776,8,False
639,0.0576041,1024,1000,3.67189,8,False
640,0.0576041,1024,1000,3.66194,8,False
641,0.0576041,1024,1000,3.85924,8,False
642,0.0576041,1024,1000,3.55332,8,False
643,0.0576041,1024,1000,3.51611,8,False
644,0.0576041,1024,1000,3.50568,8,False
645,0.0576041,1024,1000,3.5421,8,False
646,0.0576041,1024,1000,3.52739,8,False
647,0.0576041,1024,1000,3.51045,8,False
648,0.0576041,1024,1000,3.54177,8,False
649,0.0576041,1024,1000,3.54385,8,False
650,0.0576041,1024,1000,3.51596,8,False
651,0.0576041,1024,1000,3.53329,8,False
652,0.0576041,1024,1000,3.57037,8,False
653,0.0576041,1024,1000,3.52168,8,False
654,0.0576041,1024,1000,3.53323,8,False
655,0.0576041,1024,1000,3.53199,8,False
656,0.0576041,1024,1000,3.53843,8,False
657,0.0576041,1024,1000,3.58449,8,False
658,0.0576041,1024,1000,3.51629,8,False
659,0.0576041,1024,1000,3.51899,8,False
660,0.0576041,1024,1000,5.13114,16,False
661,0.0576041,1024,1000,5.08544,16,False
662,0.0576041,1024,1000,5.12917,16,False
663,0.0576041,1024,1000,5.12667,16,False
664,0.0576041,1024,1000,5.14617,16,False
665,0.0576041,1024,1000,5.14436,16,False
666,0.0576041,1024,1000,5.1528,16,False
667,0.0576041,1024,1000,5.06207,16,False
668,0.0576041,1024,1000,5.10253,16,False
669,0.0576041,1024,1000,5.12597,16,False
670,0.0576041,1024,1000,5.13541,16,False
671,0.0576041,1024,1000,3.76718,16,False
672,0.0576041,1024,1000,4.43568,16,False
673,0.0576041,1024,1000,4.7209,16,False
674,0.0576041,1024,1000,4.73362,16,False
675,0.0576041,1024,1000,4.81749,16,False
676,0.0576041,1024,1000,4.70934,16,False
677,0.0576041,1024,1000,4.76222,16,False
678,0.0576041,1024,1000,4.757,16,False
679,0.0576041,1024,1000,4.75339,16,False
680,0.0576041,1024,1000,4.74285,16,False
681,0.0576041,1024,1000,4.71964,16,False
682,0.0576041,1024,1000,4.77062,16,False
683,0.0576041,1024,1000,4.69684,16,False
684,0.0576041,1024,1000,5.17233,16,False
685,0.0576041,1024,1000,5.08254,16,False
686,0.0576041,1024,1000,5.04689,16,False
687,0.0576041,1024,1000,5.08247,16,False
688,0.0576041,1024,1000,5.09144,16,False
689,0.0576041,1024,1000,5.02425,16,False
690,0.0817692,2048,1000,24.5515,2,False
691,0.0817692,2048,1000,25.0804,2,False
692,0.0817692,2048,1000,25.0829,2,False
693,0.0817692,2048,1000,25.0857,2,False
694,0.0817692,2048,1000,25.0545,2,False
695,0.0817692,2048,1000,25.0557,2,False
696,0.0817692,2048,1000,25.0543,2,False
697,0.0817692,2048,1000,25.3407,2,False
698,0.0817692,2048,1000,25.4654,2,False
699,0.0817692,2048,1000,24.9993,2,False
700,0.0817692,2048,1000,24.8536,2,False
701,0.0817692,2048,1000,24.8722,2,False
702,0.0817692,2048,1000,25.2789,2,False
703,0.0817692,2048,1000,25.0594,2,False
704,0.0817692,2048,1000,25.5282,2,False
705,0.0817692,2048,1000,25.2497,2,False
706,0.0817692,2048,1000,25.0194,2,False
707,0.0817692,2048,1000,25.0822,2,False
708,0.0817692,2048,1000,25.08,2,False
709,0.0817692,2048,1000,25.0612,2,False
710,0.0817692,2048,1000,25.3975,2,False
711,0.0817692,2048,1000,25.1179,2,False
712,0.0817692,2048,1000,25.0905,2,False
713,0.0817692,2048,1000,25.0626,2,False
714,0.0817692,2048,1000,25.1115,2,False
715,0.0817692,2048,1000,25.0917,2,False
716,0.0817692,2048,1000,25.0817,2,False
717,0.0817692,2048,1000,25.078,2,False
718,0.0817692,2048,1000,25.3817,2,False
719,0.0817692,2048,1000,26.1206,2,False
720,0.0817692,2048,1000,37.679,4,False
721,0.0817692,2048,1000,16.5419,4,False
722,0.0817692,2048,1000,16.4981,4,False
723,0.0817692,2048,1000,16.4843,4,False
724,0.0817692,2048,1000,16.7889,4,False
725,0.0817692,2048,1000,16.5105,4,False
726,0.0817692,2048,1000,16.5037,4,False
727,0.0817692,2048,1000,16.5158,4,False
728,0.0817692,2048,1000,16.5084,4,False
729,0.0817692,2048,1000,16.5337,4,False
730,0.0817692,2048,1000,16.5127,4,False
731,0.0817692,2048,1000,16.5068,4,False
732,0.0817692,2048,1000,16.5252,4,False
733,0.0817692,2048,1000,16.4947,4,False
734,0.0817692,2048,1000,16.5006,4,False
735,0.0817692,2048,1000,16.5417,4,False
736,0.0817692,2048,1000,17.1161,4,False
737,0.0817692,2048,1000,17.706,4,False
738,0.0817692,2048,1000,16.8594,4,False
739,0.0817692,2048,1000,16.7654,4,False
740,0.0817692,2048,1000,16.7534,4,False
741,0.0817692,2048,1000,16.7458,4,False
742,0.0817692,2048,1000,16.7574,4,False
743,0.0817692,2048,1000,16.7627,4,False
744,0.0817692,2048,1000,16.7768,4,False
745,0.0817692,2048,1000,16.7377,4,False
746,0.0817692,2048,1000,16.7593,4,False
747,0.0817692,2048,1000,16.7554,4,False
748,0.0817692,2048,1000,16.7444,4,False
749,0.0817692,2048,1000,16.8005,4,False
750,0.0817692,2048,1000,15.6315,8,False
751,0.0817692,2048,1000,15.6647,8,False
752,0.0817692,2048,1000,15.4965,8,False
753,0.0817692,2048,1000,15.6149,8,False
754,0.0817692,2048,1000,15.5645,8,False
755,0.0817692,2048,1000,15.5664,8,False
756,0.0817692,2048,1000,15.5203,8,False
757,0.0817692,2048,1000,15.5855,8,False
758,0.0817692,2048,1000,15.5795,8,False
759,0.0817692,2048,1000,15.525,8,False
760,0.0817692,2048,1000,15.6449,8,False
761,0.0817692,2048,1000,15.6078,8,False
762,0.0817692,2048,1000,15.6074,8,False
763,0.0817692,2048,1000,15.599,8,False
764,0.0817692,2048,1000,15.6608,8,False
765,0.0817692,2048,1000,15.5963,8,False
766,0.0817692,2048,1000,15.5647,8,False
767,0.0817692,2048,1000,15.6212,8,False
768,0.0817692,2048,1000,15.5917,8,False
769,0.0817692,2048,1000,15.5593,8,False
770,0.0817692,2048,1000,15.7188,8,False
771,0.0817692,2048,1000,15.5847,8,False
772,0.0817692,2048,1000,15.5883,8,False
773,0.0817692,2048,1000,15.625,8,False
774,0.0817692,2048,1000,15.7002,8,False
775,0.0817692,2048,1000,15.791,8,False
776,0.0817692,2048,1000,15.5484,8,False
777,0.0817692,2048,1000,15.6084,8,False
778,0.0817692,2048,1000,15.6901,8,False
779,0.0817692,2048,1000,16.3967,8,False
780,0.0817692,2048,1000,17.4512,16,False
781,0.0817692,2048,1000,17.3401,16,False
782,0.0817692,2048,1000,17.3417,16,False
783,0.0817692,2048,1000,17.2994,16,False
784,0.0817692,2048,1000,17.7269,16,False
785,0.0817692,2048,1000,17.4768,16,False
786,0.0817692,2048,1000,17.3091,16,False
787,0.0817692,2048,1000,17.542,16,False
788,0.0817692,2048,1000,17.496,16,False
789,0.0817692,2048,1000,17.1894,16,False
790,0.0817692,2048,1000,17.0545,16,False
791,0.0817692,2048,1000,17.0785,16,False
792,0.0817692,2048,1000,17.1016,16,False
793,0.0817692,2048,1000,17.0498,16,False
794,0.0817692,2048,1000,17.1158,16,False
795,0.0817692,2048,1000,17.645,16,False
796,0.0817692,2048,1000,17.3093,16,False
797,0.0817692,2048,1000,17.3135,16,False
798,0.0817692,2048,1000,17.3858,16,False
799,0.0817692,2048,1000,17.3302,16,False
800,0.0817692,2048,1000,17.3147,16,False
801,0.0817692,2048,1000,17.3784,16,False
802,0.0817692,2048,1000,17.2662,16,False
803,0.0817692,2048,1000,17.2924,16,False
804,0.0817692,2048,1000,17.3436,16,False
805,0.0817692,2048,1000,17.3786,16,False
806,0.0817692,2048,1000,17.2798,16,False
807,0.0817692,2048,1000,17.3704,16,False
808,0.0817692,2048,1000,17.276,16,False
809,0.0817692,2048,1000,17.3433,16,False
810,0.0401134,512,1000,2.465,0,False
811,0.0401134,512,1000,2.43009,0,False
812,0.0401134,512,1000,2.40536,0,False
813,0.0401134,512,1000,2.44001,0,False
814,0.0401134,512,1000,2.41191,0,False
815,0.0401134,512,1000,2.43261,0,False
816,0.0401134,512,1000,2.44329,0,False
817,0.0401134,512,1000,2.43397,0,False
818,0.0401134,512,1000,2.41469,0,False
819,0.0401134,512,1000,2.42133,0,False
820,0.0401134,512,1000,2.41387,0,False
821,0.0401134,512,1000,2.46074,0,False
822,0.0401134,512,1000,2.4354,0,False
823,0.0401134,512,1000,2.43338,0,False
824,0.0401134,512,1000,2.40481,0,False
825,0.0401134,512,1000,2.40458,0,False
826,0.0401134,512,1000,2.41253,0,False
827,0.0401134,512,1000,2.4475,0,False
828,0.0401134,512,1000,2.40771,0,False
829,0.0401134,512,1000,2.45269,0,False
830,0.0401134,512,1000,2.44776,0,False
831,0.0401134,512,1000,2.4349,0,False
832,0.0401134,512,1000,2.40248,0,False
833,0.0401134,512,1000,2.40876,0,False
834,0.0401134,512,1000,2.40503,0,False
835,0.0401134,512,1000,2.44276,0,False
836,0.0401134,512,1000,2.42219,0,False
837,0.0401134,512,1000,2.43751,0,False
838,0.0401134,512,1000,2.4144,0,False
839,0.0401134,512,1000,2.4148,0,False
840,0.0576041,1024,1000,9.92233,0,False
841,0.0576041,1024,1000,9.74206,0,False
842,0.0576041,1024,1000,9.97441,0,False
843,0.0576041,1024,1000,25.5329,0,False
844,0.0576041,1024,1000,20.1528,0,False
845,0.0576041,1024,1000,13.0844,0,False
846,0.0576041,1024,1000,12.458,0,False
847,0.0576041,1024,1000,20.1674,0,False
848,0.0576041,1024,1000,12.5873,0,False
849,0.0576041,1024,1000,13.0672,0,False
850,0.0576041,1024,1000,12.7167,0,False
851,0.0576041,1024,1000,15.9928,0,False
852,0.0576041,1024,1000,13.3034,0,False
853,0.0576041,1024,1000,11.7457,0,False
854,0.0576041,1024,1000,15.6506,0,False
855,0.0576041,1024,1000,16.4092,0,False
856,0.0576041,1024,1000,12.1944,0,False
857,0.0576041,1024,1000,10.9459,0,False
858,0.0576041,1024,1000,10.8917,0,False
859,0.0576041,1024,1000,10.9985,0,False
860,0.0576041,1024,1000,14.4615,0,False
861,0.0576041,1024,1000,12.3715,0,False
862,0.0576041,1024,1000,15.504,0,False
863,0.0576041,1024,1000,12.3784,0,False
864,0.0576041,1024,1000,11.4612,0,False
865,0.0576041,1024,1000,13.0718,0,False
866,0.0576041,1024,1000,14.129,0,False
867,0.0576041,1024,1000,14.2896,0,False
868,0.0576041,1024,1000,11.2072,0,False
869,0.0576041,1024,1000,12.8564,0,False
870,0.0817692,2048,1000,50.4743,0,False
871,0.0817692,2048,1000,58.6882,0,False
872,0.0817692,2048,1000,55.6008,0,False
873,0.0817692,2048,1000,57.4081,0,False
874,0.0817692,2048,1000,63.9878,0,False
875,0.0817692,2048,1000,58.6054,0,False
876,0.0817692,2048,1000,55.9699,0,False
877,0.0817692,2048,1000,60.1462,0,False
878,0.0817692,2048,1000,58.7664,0,False
879,0.0817692,2048,1000,54.1122,0,False
880,0.0817692,2048,1000,58.6701,0,False
881,0.0817692,2048,1000,59.3204,0,False
882,0.0817692,2048,1000,55.0269,0,False
883,0.0817692,2048,1000,61.8001,0,False
884,0.0817692,2048,1000,59.4112,0,False
885,0.0817692,2048,1000,47.0212,0,False
886,0.0817692,2048,1000,61.0638,0,False
887,0.0817692,2048,1000,66.6088,0,False
888,0.0817692,2048,1000,58.8766,0,False
889,0.0817692,2048,1000,58.0858,0,False
890,0.0817692,2048,1000,60.548,0,False
891,0.0817692,2048,1000,50.7581,0,False
892,0.0817692,2048,1000,58.3944,0,False
893,0.0817692,2048,1000,62.6814,0,False
894,0.0817692,2048,1000,59.7528,0,False
895,0.0817692,2048,1000,60.6562,0,False
896,0.0817692,2048,1000,47.4348,0,False
897,0.0817692,2048,1000,44.9091,0,False
898,0.0817692,2048,1000,49.9563,0,False
899,0.0817692,2048,1000,57.2073,0,False
